"region","age","level of education","sex","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"SE32 Central Norrland","65-74 years","upper secondary education 3 years (ISCED97 3A)","women",159,182,197,217,231,248,269,283,310,316,331,334,364,374,388,400,415,442,468,499,551,625,665,750,859,987,1086,1227,1381,1525,1642,1776,1993,2130,2253,2311
"SE32 Central Norrland","65-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",572,623,639,671,707,750,779,822,844,856,840,863,929,956,999,1007,1059,1104,1153,1226,1287,1322,1403,1527,1681,1776,1893,2031,2160,2321,2528,2699,2809,2917,2980,3060
"SE32 Central Norrland","65-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",453,484,517,527,554,587,610,634,667,708,769,799,837,913,988,938,1009,1073,1103,1195,1254,1357,1455,1582,1722,1877,2047,2222,2431,2592,2773,2939,3084,3201,3312,3423
"SE32 Central Norrland","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","men",493,512,541,557,580,634,684,721,772,813,869,936,988,1041,1059,1066,1114,1153,1190,1263,1316,1383,1514,1631,1792,1999,2222,2357,2563,2712,2796,2847,2839,2822,2811,2709
"SE32 Central Norrland","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","women",329,333,353,371,404,407,452,497,556,602,669,755,846,925,983,1198,1296,1364,1470,1587,1676,1766,1888,2034,2182,2390,2591,2828,3020,3202,3393,3498,3560,3647,3704,3751
"SE32 Central Norrland","65-74 years","post-graduate education (ISCED97 6)","men",29,27,25,26,31,33,38,37,44,48,48,45,51,49,47,45,44,52,60,68,76,88,96,103,117,131,132,129,123,126,124,124,127,127,125,125
"SE32 Central Norrland","65-74 years","post-graduate education (ISCED97 6)","women",1,1,2,2,3,3,4,5,5,5,6,7,6,9,13,14,14,15,15,17,18,21,22,20,19,25,28,38,47,52,57,56,57,65,71,71
"SE32 Central Norrland","65-74 years","no information about level of educational attainment","men",656,586,559,516,502,505,452,395,343,312,260,211,170,127,87,56,61,61,58,67,74,79,92,100,116,124,123,130,131,135,147,149,142,140,134,126
"SE32 Central Norrland","65-74 years","no information about level of educational attainment","women",893,776,725,671,619,565,513,452,401,369,310,253,196,150,116,82,87,83,75,80,81,87,89,99,105,107,112,116,114,110,106,112,108,106,103,101
"SE33 Upper Norrland","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","men",2,19,13,45,34,122,76,62,41,46,63,45,35,24,26,28,32,85,108,101,128,139,157,154,173,210,260,287,300,390,425,439,478,474,500,469
"SE33 Upper Norrland","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","women",11,24,12,33,31,67,43,40,29,62,67,55,36,32,27,34,40,81,92,96,108,104,126,134,132,126,160,136,144,188,196,193,189,167,148,126
"SE33 Upper Norrland","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","men",11952,11483,11779,11672,11615,11516,11754,11504,11000,10762,11732,11611,11898,12146,12509,12014,12124,12354,12412,12464,12812,13132,13357,13425,13228,12847,12148,11563,10928,10840,10391,10265,10206,10275,10277,10243
"SE33 Upper Norrland","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","women",12031,11800,12124,11969,11993,11192,11452,11084,10517,10528,11063,11066,11231,11194,11146,10762,10754,10952,11014,11290,11615,11900,12238,12289,12052,11555,10831,10250,9573,9286,8953,8953,9123,9185,9195,9267
"SE33 Upper Norrland","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","men",14749,14893,14653,14626,14252,14178,12770,11666,10384,8890,6217,4273,2900,1820,957,1077,1208,1542,1410,1304,1067,1261,1416,1379,1377,1427,1444,1284,1176,1118,1088,1013,927,797,764,921
"SE33 Upper Norrland","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","women",12355,12056,11540,11447,11070,11171,10349,9750,8763,7410,5428,3944,2690,1590,759,645,744,898,886,819,727,801,921,917,889,901,973,877,811,720,687,705,618,600,562,543
"SE33 Upper Norrland","16-24 years","upper secondary education 3 years (ISCED97 3A)","men",3636,3685,3550,3868,3841,4586,5130,5656,6759,8230,9503,11149,11643,12013,11747,11310,11112,10929,11249,11972,12563,12609,12983,13471,14095,14165,14520,14829,15038,14586,14013,13273,12854,12462,12017,12117
"SE33 Upper Norrland","16-24 years","upper secondary education 3 years (ISCED97 3A)","women",4291,4472,4520,4949,5023,5860,6187,6296,6960,7744,8522,9325,9749,9928,10072,9684,9580,9510,9592,9877,10324,10428,10761,11320,11779,11997,12159,12382,12399,11941,11437,10827,10312,9946,9759,9727
"SE33 Upper Norrland","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",1796,2045,2161,2326,2450,2899,2697,2926,3313,3409,3551,3511,3718,3766,3782,3531,3532,3584,3655,3549,3500,3467,3324,3191,3226,3550,3763,3724,3764,3778,3716,3645,3485,3354,3310,3309
"SE33 Upper Norrland","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",1023,1222,1255,1311,1522,1962,1830,2383,3029,3527,4015,4197,4335,4480,4539,4165,4053,4140,4387,4518,4491,4381,4101,3990,4050,4259,4504,4508,4490,4527,4390,4186,3947,3743,3591,3784
"SE33 Upper Norrland","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","men",72,89,89,92,110,184,126,78,67,89,93,95,81,105,80,709,744,869,921,911,859,723,655,698,687,695,690,801,832,886,908,913,846,828,802,821
"SE33 Upper Norrland","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","women",178,235,246,263,238,381,292,210,179,229,268,381,458,547,503,1412,1394,1364,1404,1320,1335,1249,1230,1185,1106,1152,1150,1223,1370,1399,1414,1293,1209,1220,1191,1114
"SE33 Upper Norrland","16-24 years","post-graduate education (ISCED97 6)","men",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"SE33 Upper Norrland","16-24 years","post-graduate education (ISCED97 6)","women",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SE33 Upper Norrland","16-24 years","no information about level of educational attainment","men",1632,1415,1429,1480,1692,331,569,725,886,868,666,693,678,739,788,817,851,758,865,962,1018,1133,1131,1218,1413,1516,1514,1622,1712,1531,1543,1758,2171,2149,2179,1829
"SE33 Upper Norrland","16-24 years","no information about level of educational attainment","women",1200,1032,1007,1013,1123,181,463,567,844,713,576,612,607,736,753,666,710,624,712,760,723,864,838,863,935,966,967,977,986,973,1007,1018,1148,1016,1041,982
"SE33 Upper Norrland","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","men",548,375,230,172,114,271,246,239,208,235,240,217,174,156,139,93,90,96,119,141,158,206,248,286,289,291,321,362,398,465,484,545,589,594,590,547
"SE33 Upper Norrland","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","women",405,286,197,169,131,236,203,207,177,253,217,194,154,146,150,119,131,128,176,194,220,235,283,312,328,370,385,415,451,479,480,494,517,514,501,466
"SE33 Upper Norrland","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","men",7671,7016,6262,5302,4358,4292,4073,3849,3631,3561,3439,3367,3499,3486,3454,2334,2198,2134,2282,2447,2490,2624,2686,2733,2731,2823,2894,2925,2827,2779,2888,2924,2912,2973,3020,3074
"SE33 Upper Norrland","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","women",5935,5687,5416,5109,4550,3686,3523,3267,3108,3041,2963,2937,3001,2993,2917,1975,1874,1770,1766,1759,1749,1797,1774,1768,1798,1819,1824,1818,1788,1795,1825,1863,1887,1884,1869,1892
"SE33 Upper Norrland","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","men",15878,16424,17139,18048,18865,19874,20120,20235,20203,20008,19733,19291,18460,17256,15692,13742,11907,9899,8224,6921,5747,4508,3642,3068,2595,2316,2312,2601,2814,2892,2788,2939,3012,3051,3063,3021
"SE33 Upper Norrland","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","women",15143,15282,15297,15453,15811,16839,16539,16358,16022,15521,15024,14440,13821,12950,11874,9448,8104,6717,5558,4602,3781,3120,2555,2088,1709,1539,1534,1650,1799,1819,1796,1805,1869,1886,1876,1859
"SE33 Upper Norrland","25-34 years","upper secondary education 3 years (ISCED97 3A)","men",4106,3652,3393,3334,3232,3786,3828,3728,3788,3908,3759,3774,4052,4459,5196,6845,7788,8704,9413,10058,10813,11647,12132,12626,12824,13069,13199,13368,13750,14529,15316,16144,16866,17376,17672,17639
"SE33 Upper Norrland","25-34 years","upper secondary education 3 years (ISCED97 3A)","women",3114,2977,2947,3023,3185,3817,4164,4470,4737,4874,4906,4885,4878,4922,5009,6815,7026,7429,7464,7620,7771,7991,8070,8133,8169,8207,8355,8372,8696,9105,9613,10125,10615,10854,11050,11101
"SE33 Upper Norrland","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",3632,3683,3722,3747,3859,4505,4758,5452,5826,6347,6763,6969,7033,6984,7038,5538,5159,4990,4875,4671,4596,4467,4334,4243,4307,4341,4589,4740,4916,5151,5224,5414,5550,5605,5538,5495
"SE33 Upper Norrland","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",5124,5031,4833,4708,4836,5548,5554,5871,6094,6473,6707,6969,6995,7129,7111,5543,5234,4994,4833,4619,4227,4033,3875,3797,3799,3907,3993,4151,4386,4556,4727,5032,5255,5398,5430,5265
"SE33 Upper Norrland","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","men",2886,2765,2609,2493,2727,3040,2912,2812,2812,2889,2763,2684,2660,2657,2718,4606,4888,5518,5993,6615,7018,7089,7011,6835,6785,6683,6523,6394,6520,6575,6451,6459,6441,6539,6556,6630
"SE33 Upper Norrland","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","women",2781,2697,2658,2611,2680,2889,2791,2735,2814,3022,3149,3262,3518,3768,4207,6507,7065,7707,8313,9170,9955,10378,10443,10416,10310,10160,10188,10223,10357,10532,10519,10681,10880,11068,11207,11478
"SE33 Upper Norrland","25-34 years","post-graduate education (ISCED97 6)","men",117,121,123,123,141,166,148,123,123,182,182,185,188,170,211,263,236,238,241,270,279,280,289,287,284,288,289,321,321,307,309,305,273,250,238,244
"SE33 Upper Norrland","25-34 years","post-graduate education (ISCED97 6)","women",60,66,69,59,52,35,33,45,40,72,80,81,70,73,88,112,114,128,129,149,155,169,189,201,222,225,226,240,218,215,200,186,181,175,180,162
"SE33 Upper Norrland","25-34 years","no information about level of educational attainment","men",2110,2105,2184,2337,2771,499,767,924,1117,547,484,482,398,441,360,311,315,326,415,458,502,622,645,668,764,843,735,700,751,788,803,936,1042,1045,1171,1242
"SE33 Upper Norrland","25-34 years","no information about level of educational attainment","women",1521,1486,1598,1688,1928,269,493,616,914,398,368,390,346,400,348,285,294,270,340,369,373,413,411,464,516,574,536,546,583,604,644,758,853,843,895,904
"SE33 Upper Norrland","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","men",7982,6987,6052,5122,4141,3063,2261,1718,1282,1001,716,552,441,357,296,222,209,204,204,197,210,212,215,225,238,235,238,258,289,311,341,389,442,459,462,473
"SE33 Upper Norrland","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","women",5869,5048,4274,3528,2758,1976,1487,1099,870,744,617,497,386,326,282,210,199,210,217,221,239,263,305,335,357,405,459,488,529,552,576,626,654,659,686,659
"SE33 Upper Norrland","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","men",3897,4390,4943,5851,6693,5632,5808,5847,5812,5697,5488,5258,4980,4574,4150,3439,3181,2946,2713,2557,2397,2288,2249,2176,2124,2035,1954,1946,2081,2187,2231,2341,2418,2415,2406,2464
"SE33 Upper Norrland","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","women",3615,3769,4018,4346,4545,4001,4068,3693,3592,3586,3563,3490,3429,3346,3212,2445,2245,2091,1973,1875,1778,1718,1671,1622,1549,1539,1454,1427,1438,1464,1471,1488,1503,1516,1514,1507
"SE33 Upper Norrland","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","men",11588,12182,12643,12694,12554,14232,14652,14974,15291,15840,16203,16564,16946,17314,17875,18010,18010,18006,17956,17621,17371,16973,16343,15438,14198,12786,11215,9561,8073,6855,5803,4672,3850,3353,2926,2708
"SE33 Upper Norrland","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","women",15175,15264,15525,15459,15350,15990,15876,16140,15920,15787,15716,15715,15556,15229,15111,14064,13459,12834,12254,11593,10984,10359,9797,9231,8507,7622,6744,5863,5017,4312,3675,3166,2670,2253,1973,1831
"SE33 Upper Norrland","35-44 years","upper secondary education 3 years (ISCED97 3A)","men",6328,6298,6237,6072,5596,5991,5620,5318,4935,4579,4246,3898,3643,3393,3204,3617,3676,3756,3760,3790,3808,3915,4230,4662,5338,6126,6982,7838,8588,9249,9933,10695,11263,11669,11877,12098
"SE33 Upper Norrland","35-44 years","upper secondary education 3 years (ISCED97 3A)","women",1868,2073,2275,2449,2605,2958,3072,3129,3121,3198,3186,3128,3126,3069,3128,4465,4739,5144,5354,5453,5630,5814,5890,6021,6126,6252,6371,6506,6531,6705,6785,6888,7018,7041,6998,7025
"SE33 Upper Norrland","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",3151,3421,3577,3720,3877,4489,4631,4788,4874,4993,5028,4992,4971,4978,5029,4930,5015,5078,5059,5083,5048,5035,4931,4737,4544,4381,4163,3970,3891,3823,3759,3734,3775,3803,3924,4007
"SE33 Upper Norrland","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",4154,4478,4740,4947,5196,5994,6116,6339,6486,6575,6648,6589,6477,6405,6529,6175,6192,6232,6334,6163,5743,5548,5322,5088,4839,4455,4150,3898,3652,3416,3319,3248,3165,3198,3314,3480
"SE33 Upper Norrland","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","men",4379,4452,4468,4413,4722,4913,4746,4559,4295,4249,4067,3966,3762,3650,3631,3924,3942,4090,4253,4454,4711,4959,5245,5480,5727,6008,6229,6412,6613,6856,7008,7170,7253,7315,7343,7383
"SE33 Upper Norrland","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","women",4405,4628,4641,4623,4655,4796,4776,4670,4535,4484,4361,4221,4194,4266,4364,5151,5350,5686,5954,6495,7181,7778,8376,8938,9406,9956,10364,10717,11021,11494,11861,12198,12336,12495,12555,12547
"SE33 Upper Norrland","35-44 years","post-graduate education (ISCED97 6)","men",458,479,469,456,450,390,402,405,413,441,452,449,463,461,470,481,503,513,539,588,592,619,629,636,670,697,692,703,720,755,765,765,780,768,766,773
"SE33 Upper Norrland","35-44 years","post-graduate education (ISCED97 6)","women",130,141,148,164,173,93,95,102,109,141,140,139,159,157,172,194,217,223,257,291,332,356,374,398,431,479,504,528,564,606,611,619,647,658,663,666
"SE33 Upper Norrland","35-44 years","no information about level of educational attainment","men",1091,1128,1188,1227,1352,265,426,485,623,379,323,327,299,305,283,268,288,237,236,227,234,273,283,276,267,306,308,312,324,402,410,506,594,604,687,744
"SE33 Upper Norrland","35-44 years","no information about level of educational attainment","women",724,742,789,852,937,151,253,296,433,227,219,245,212,215,196,174,199,163,177,176,181,188,184,193,209,223,223,238,275,282,283,371,410,420,478,472
"SE33 Upper Norrland","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","men",13415,12834,12226,11762,11233,10759,10250,9462,8725,7900,7119,6310,5440,4608,3746,2743,2028,1527,1145,845,606,474,395,338,302,293,295,285,286,276,292,303,313,326,338,357
"SE33 Upper Norrland","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","women",11878,11248,10621,10155,9373,8419,7774,6641,5930,5265,4618,4027,3428,2841,2336,1696,1279,991,799,634,531,443,397,370,367,367,384,403,444,472,500,499,511,535,553,582
"SE33 Upper Norrland","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","men",1007,1086,1178,1338,1496,1780,2024,2298,2663,3023,3377,3744,4137,4664,5101,4881,4981,5006,4952,4822,4670,4436,4148,3767,3415,3217,2999,2770,2547,2404,2250,2162,2141,2060,2032,1942
"SE33 Upper Norrland","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","women",1713,1825,1895,2018,2078,2225,2334,2340,2474,2611,2713,2798,2955,3245,3458,3058,3084,3003,2916,2837,2775,2674,2558,2428,2284,2167,2008,1906,1811,1706,1604,1559,1494,1464,1419,1378
"SE33 Upper Norrland","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","men",6704,6958,7313,7830,8306,8969,9481,10110,10772,11230,11764,12274,12693,12867,13106,13922,14308,14630,14848,15286,15583,15940,16217,16458,16875,17011,17170,17315,17295,16976,16791,16443,15791,14896,13793,12438
"SE33 Upper Norrland","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","women",9850,10249,10539,11227,11929,12901,13476,14601,15082,15427,15638,15675,15832,15635,15443,15460,15249,14942,14577,14263,14073,13920,13549,13128,12871,12522,12030,11608,11196,10681,10226,9710,9160,8640,7975,7190
"SE33 Upper Norrland","45-54 years","upper secondary education 3 years (ISCED97 3A)","men",3387,3564,3824,4070,4242,4781,5153,5609,5884,6195,6363,6421,6406,6322,6107,5803,5455,5139,4863,4537,4310,4054,3890,3735,3648,3634,3638,3706,3739,3730,3747,3843,4299,4719,5357,6098
"SE33 Upper Norrland","45-54 years","upper secondary education 3 years (ISCED97 3A)","women",544,602,652,738,856,1215,1384,1653,1873,2063,2243,2417,2577,2708,2804,3138,3307,3423,3531,3676,3806,3932,4114,4274,4517,4732,4967,5248,5400,5449,5573,5690,5881,5965,6050,6148
"SE33 Upper Norrland","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",1871,1927,2011,2163,2176,2653,2813,3011,3267,3502,3770,4020,4242,4395,4523,4640,4764,4848,4875,4880,4800,4721,4720,4749,4772,4782,4860,4912,4865,4916,4919,4981,4938,4851,4730,4571
"SE33 Upper Norrland","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",1826,1939,2078,2253,2482,3139,3458,3777,4128,4481,4803,5147,5463,5713,5848,5228,5366,5515,5756,5821,5573,5500,5426,5344,5362,5465,5366,5360,5364,5292,5268,5246,5170,5011,4788,4502
"SE33 Upper Norrland","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","men",1813,1891,2044,2275,2829,3111,3407,3743,4093,4381,4593,4715,4838,4816,4736,4786,4683,4521,4376,4284,4189,4119,4027,4012,4107,4201,4260,4361,4496,4601,4775,5012,5284,5525,5757,6034
"SE33 Upper Norrland","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","women",2199,2327,2508,2694,2977,3253,3563,3883,4261,4589,4859,5134,5226,5317,5306,6191,6202,6198,5992,5945,6210,6227,6350,6520,6761,6920,7224,7511,7762,8080,8338,8718,9159,9609,10058,10562
